id,InYear,InMonth,InDay,intakedate,intakereason,animalname,breedname,speciesname,AgeYears,AgeMonths,AgeWeeks,animalage,sexname,OutYear,OutDay,OutMonth,movementdate,movementtype,returndate,returnedreason,DeadYear,DeadMonth,DeadDay,deceaseddate,deceasedreason,diedoffshelter,puttosleep
62944,2019,04,25,2019-04-25 09:15:19,Transfer from Other Shelter,Whitney,Shepherd,Dog,,,24,24 weeks.,Female,2019,05,11,2019-05-11 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62945,2019,04,25,2019-04-25 09:53:22,Transfer from Other Shelter,Josie,Border Collie,Dog,2,2,,2 years 2 months.,Female,2019,05,06,2019-05-06 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62946,2019,04,25,2019-04-25 10:01:39,Transfer from Other Shelter,Little Bear,Shepherd,Dog,,,14,14 weeks.,Male,2019,05,04,2019-05-04 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62947,2019,04,25,2019-04-25 10:13:23,Transfer from Other Shelter,Tulip,Doberman Pinscher,Dog,,7,,7 months.,Female,2019,05,05,2019-05-05 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62948,2019,04,25,2019-04-25 11:36:51,Stray,Zach,Jack Russell Terrier,Dog,1,4,,1 year 4 months.,Male,2019,05,04,2019-05-04 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62950,2019,04,25,2019-04-25 12:10:03,Unable to Afford,Tucker,Bully Breed Mix,Dog,2,3,,2 years 3 months.,Male,2019,06,20,2019-06-20 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62952,2019,04,25,2019-04-25 13:48:10,Stray,Little Guy,Spaniel/Mix,Dog,10,0,,10 years 0 months.,Male,2019,04,25,2019-04-25 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62954,2019,04,25,2019-04-25 21:28:20,Police Assist,Smokey,Bully Breed Mix,Dog,1,8,,1 year 8 months.,Male,2019,04,26,2019-04-26 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62958,2019,04,26,2019-04-26 17:50:32,Transfer from Other Shelter,Sadie Hawkins,Beagle,Dog,2,0,,2 years 0 months.,Female,2019,05,10,2019-05-10 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62959,2019,04,26,2019-04-26 17:50:32,Transfer from Other Shelter,Jive,Beagle/Mix,Dog,,,7,7 weeks.,Female,2019,05,23,2019-05-23 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62960,2019,04,26,2019-04-26 17:50:32,Transfer from Other Shelter,Rumba,Beagle/Mix,Dog,,,12,12 weeks.,Male,2019,06,01,2019-06-01 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62961,2019,04,26,2019-04-26 17:50:32,Transfer from Other Shelter,Clay,Beagle/Mix,Dog,,,11,11 weeks.,Male,2019,05,26,2019-05-26 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62962,2019,04,26,2019-04-26 17:50:32,Transfer from Other Shelter,Luna,Beagle/Mix,Dog,,,18,18 weeks.,Female,2019,05,26,2019-05-26 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62963,2019,04,26,2019-04-26 17:50:32,Transfer from Other Shelter,Foxtrot,Beagle/Mix,Dog,,,11,11 weeks.,Male,2019,05,30,2019-05-30 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62964,2019,04,26,2019-04-26 17:50:32,Transfer from Other Shelter,Beau,Beagle/Mix,Dog,,,11,11 weeks.,Male,2019,05,26,2019-05-26 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62965,2019,04,27,2019-04-27 12:22:47,Unsuitable Accommodation,Bud the Stud,Labrador Retriever/Hound,Dog,,7,,7 months.,Male,2019,05,11,2019-05-11 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62969,2019,04,27,2019-04-27 13:57:20,Incompatible with owner lifestyle,Big Ben,Labrador Retriever/Newfoundland,Dog,1,0,,1 year 0 months.,Male,2019,05,13,2019-05-13 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62970,2019,04,27,2019-04-27 15:17:37,Allergies,Winter,Border Collie,Dog,,6,,6 months.,Female,2019,05,03,2019-05-03 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62971,2019,04,27,2019-04-27 16:51:51,Incompatible with owner lifestyle,Abby,Labrador Retriever,Dog,11,3,,11 years 3 months.,Female,2019,06,07,2019-06-07 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62972,2019,04,28,2019-04-28 13:15:47,Stray,Mojo,Bully Breed Mix,Dog,1,2,,1 year 2 months.,Male,2019,05,17,2019-05-17 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62975,2019,04,28,2019-04-28 15:31:51,Stray,Charles,Terrier,Dog,,9,,9 months.,Male,2019,05,17,2019-05-17 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62976,2019,04,28,2019-04-28 15:55:54,Landlord issues,Strider,Shep Mix,Dog,2,6,,2 years 6 months.,Male,2019,04,29,2019-04-29 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62977,2019,04,29,2019-04-29 09:31:54,Stray,Mack,Labrador Retriever,Dog,,8,,8 months.,Male,2019,04,29,2019-04-29 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62978,2019,04,29,2019-04-29 09:33:25,Stray,Hank,Labrador Retriever/Mix,Dog,4,6,,4 years 6 months.,Male,2019,04,29,2019-04-29 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62980,2019,04,29,2019-04-29 12:44:11,Stray,Chev,Heeler,Dog,1,0,,1 year 0 months.,Male,2019,04,29,2019-04-29 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62985,2019,04,29,2019-04-29 14:30:49,Stray,Blue,Bully Breed Mix,Dog,,7,,7 months.,Male,2019,04,29,2019-04-29 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62987,2019,04,29,2019-04-29 16:58:04,Unable to Afford,Diesel,Bully Breed Mix,Dog,1,2,,1 year 2 months.,Male,2019,05,02,2019-05-02 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62989,2019,04,29,2019-04-29 16:57:16,Incompatible with owner lifestyle,Jax,Bully Breed Mix,Dog,1,1,,1 year 1 month.,Male,2019,05,12,2019-05-12 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62990,2019,04,29,2019-04-29 17:01:19,Unable to Afford,Tundra,Bully Breed Mix,Dog,1,1,,1 year 1 month.,Female,2019,05,12,2019-05-12 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
62993,2019,04,30,2019-04-30 12:03:17,Unable to Afford,Rogue,Labrador Retriever/Heeler,Dog,2,1,,2 years 1 month.,Female,2019,05,16,2019-05-16 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
62999,2019,04,30,2019-04-30 12:34:32,Incompatible with owner lifestyle,Cali,Bully Breed Mix,Dog,1,8,,1 year 8 months.,Female,2019,05,21,2019-05-21 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63001,2019,04,30,2019-04-30 15:09:02,Unsuitable Accommodation,Alistair,Bully Breed Mix,Dog,5,6,,5 years 6 months.,Male,2019,05,03,2019-05-03 00:00:00,Transfer,,Stray,,,,,Court Order/ Legal,0,0
63004,2019,05,01,2019-05-01 08:12:25,Stray,Devler,German Shepherd Dog/Hound,Dog,,6,,6 months.,Male,2019,05,12,2019-05-12 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63005,2019,05,01,2019-05-01 09:27:25,Stray,Jezebel,Jack Russell Terrier/Mix,Dog,10,0,,10 years 0 months.,Female,2019,05,01,2019-05-01 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63006,2019,05,01,2019-05-01 09:30:01,Stray,Rocky,American Bulldog,Dog,10,1,,10 years 1 month.,Male,2019,05,02,2019-05-02 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63010,2019,05,01,2019-05-01 16:14:42,Stray,Sue,Labrador Retriever/Mix,Dog,5,0,,5 years 0 months.,Female,2019,05,02,2019-05-02 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63011,2019,05,01,2019-05-01 16:14:42,Stray,Blue,Heeler/Mix,Dog,1,0,,1 year 0 months.,Male,2019,05,02,2019-05-02 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63012,2019,05,01,2019-05-01 16:50:27,Stray,Jagger,Labrador Retriever,Dog,,,16,16 weeks.,Male,2019,05,08,2019-05-08 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63013,2019,05,01,2019-05-01 17:33:27,Stray,Snickers,Schnauzer/Poodle,Dog,9,4,,9 years 4 months.,Male,2019,05,02,2019-05-02 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63014,2019,05,01,2019-05-01 17:33:27,Stray,Harley,Schnauzer,Dog,7,4,,7 years 4 months.,Male,2019,05,02,2019-05-02 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63021,2019,05,02,2019-05-02 12:45:19,Landlord issues,Lucky Girl,Husky/Mix,Dog,1,7,,1 year 7 months.,Female,2019,08,24,2019-08-24 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63025,2019,05,02,2019-05-02 15:09:51,Stray,Zara,Bully Breed Mix,Dog,,,11,11 weeks.,Female,2019,05,02,2019-05-02 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63028,2019,05,02,2019-05-02 16:57:06,Stray,Luna Toons,Labrador Retriever,Dog,,10,,10 months.,Female,2019,06,23,2019-06-23 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63029,2019,05,02,2019-05-02 17:11:06,Sick/Injured,Otis,Bully Breed Mix,Dog,1,0,,1 year 0 months.,Male,2019,05,04,2019-05-04 00:00:00,Foster,2019-05-21 00:00:00,Stray,,,,,Court Order/ Legal,0,0
63029,2019,05,02,2019-05-02 17:11:06,Sick/Injured,Otis,Bully Breed Mix,Dog,1,0,,1 year 0 months.,Male,2019,05,21,2019-05-21 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63043,2019,05,03,2019-05-03 18:39:31,Stray,Krol,Beagle,Dog,1,0,,1 year 0 months.,Male,2019,05,06,2019-05-06 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63045,2019,05,04,2019-05-04 12:04:37,Stray,Stunt Man,Bully Breed Mix,Dog,4,3,,4 years 3 months.,Male,2019,08,17,2019-08-17 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63047,2019,05,04,2019-05-04 15:38:14,Stray,Cheech,Chihuahua/Mix,Dog,3,0,,3 years 0 months.,Male,2019,05,22,2019-05-22 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63048,2019,05,04,2019-05-04 15:51:17,Unable to Afford,Kraken,Heeler,Dog,,,10,10 weeks.,Male,2019,05,09,2019-05-09 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63049,2019,05,04,2019-05-04 15:51:17,Unable to Afford,Hippogriff,Heeler,Dog,,,10,10 weeks.,Male,2019,05,10,2019-05-10 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63050,2019,05,04,2019-05-04 15:51:17,Unable to Afford,Centuar,Heeler,Dog,,,15,15 weeks.,Male,2019,05,10,2019-05-10 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63051,2019,05,04,2019-05-04 15:51:17,Unable to Afford,Chimera,Heeler,Dog,,,10,10 weeks.,Female,2019,05,09,2019-05-09 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63052,2019,05,04,2019-05-04 15:51:17,Unable to Afford,Chupacabra,Heeler,Dog,,,10,10 weeks.,Male,2019,05,09,2019-05-09 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63053,2019,05,04,2019-05-04 15:51:17,Unable to Afford,Sphinx,Heeler,Dog,,,10,10 weeks.,Female,2019,05,09,2019-05-09 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63055,2019,05,05,2019-05-05 13:17:45,Stray,Tuesday,Hound,Dog,,,10,10 weeks.,Male,2019,05,14,2019-05-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63057,2019,05,05,2019-05-05 15:15:00,Stray,Orange,Mix,Dog,,,10,10 weeks.,Male,2019,05,14,2019-05-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63058,2019,05,05,2019-05-05 15:15:00,Stray,Apple,Shep Mix,Dog,,,11,11 weeks.,Male,2019,05,14,2019-05-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63059,2019,05,05,2019-05-05 15:15:00,Stray,Pear,Shep Mix,Dog,,,10,10 weeks.,Male,2019,05,14,2019-05-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63072,2019,05,06,2019-05-06 12:56:47,Incompatible with owner lifestyle,Chance,Bully Breed Mix,Dog,1,0,,1 year 0 months.,Male,2019,05,28,2019-05-28 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63073,2019,05,06,2019-05-06 13:05:09,Incompatible with owner lifestyle,Rocks,Dachshund,Dog,8,3,,8 years 3 months.,Male,2019,07,05,2019-07-05 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63077,2019,05,06,2019-05-06 18:05:18,Rabies Monitoring,HARLEY,Bully Breed Mix,Dog,8,2,,8 years 2 months.,Male,2019,05,20,2019-05-20 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63079,2019,05,08,2019-05-08 09:15:07,Stray,Dorita,Hound/Mix,Dog,,9,,9 months.,Female,2019,05,14,2019-05-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63082,2019,05,08,2019-05-08 12:41:26,Incompatible with owner lifestyle,Shadow,Terrier/Mix,Dog,,11,,11 months.,Male,2019,05,14,2019-05-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63092,2019,05,08,2019-05-08 16:07:07,Transfer from Other Shelter,Bocephus,Beagle,Dog,7,2,,7 years 2 months.,Male,2019,06,07,2019-06-07 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63093,2019,05,08,2019-05-08 16:10:20,Transfer from Other Shelter,Dolly,Beagle,Dog,9,2,,9 years 2 months.,Female,2019,07,25,2019-07-25 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63094,2019,05,09,2019-05-09 10:40:21,Stray,Rocky,Beagle/Jack Russell Terrier,Dog,2,1,,2 years 1 month.,Male,2019,06,04,2019-06-04 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63103,2019,05,09,2019-05-09 12:29:10,Litter relinquishment,Portugal the Man,Labrador Retriever/Mix,Dog,,,23,23 weeks.,Male,2019,05,14,2019-05-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63104,2019,05,09,2019-05-09 12:29:10,Litter relinquishment,Arcade Fire,Labrador Retriever/Mix,Dog,,,23,23 weeks.,Female,2019,05,14,2019-05-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63105,2019,05,09,2019-05-09 12:29:10,Litter relinquishment,The Outfield,Labrador Retriever/Mix,Dog,,,21,21 weeks.,Female,2019,05,14,2019-05-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63106,2019,05,09,2019-05-09 12:29:10,Litter relinquishment,Passion Pit,Labrador Retriever/Mix,Dog,,,21,21 weeks.,Female,2019,05,14,2019-05-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63110,2019,05,09,2019-05-09 14:31:42,Moving,Kalani,Australian Shepherd,Dog,1,2,,1 year 2 months.,Female,2019,05,16,2019-05-16 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63114,2019,05,09,2019-05-09 16:16:16,Incompatible with owner lifestyle,Roxy,Rat Terrier/American Eskimo,Dog,3,0,,3 years 0 months.,Female,2019,05,14,2019-05-14 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63115,2019,05,09,2019-05-09 16:21:55,Stray,Ginger,Corgi/Jack Russell Terrier,Dog,2,0,,2 years 0 months.,Female,2019,05,19,2019-05-19 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63121,2019,05,10,2019-05-10 16:11:08,Stray,Retro,Shep Mix,Dog,1,7,,1 year 7 months.,Male,2019,05,20,2019-05-20 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63130,2019,05,11,2019-05-11 13:08:18,Stray,Ike,Black Labrador Retriever,Dog,5,3,,5 years 3 months.,Male,2019,06,01,2019-06-01 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63131,2019,05,11,2019-05-11 13:10:39,Stray,Olive,Chocolate Labrador Retriever,Dog,3,2,,3 years 2 months.,Female,2019,05,24,2019-05-24 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63132,2019,05,11,2019-05-11 13:47:05,Stray,Pierre,Bully Breed Mix,Dog,1,0,,1 year 0 months.,Male,2019,05,28,2019-05-28 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63133,2019,05,11,2019-05-11 13:46:54,Moving,Polar,Husky,Dog,2,0,,2 years 0 months.,Male,2019,05,30,2019-05-30 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63135,2019,05,11,2019-05-11 14:26:13,Stray,Spike,Chihuahua,Dog,1,2,,1 year 2 months.,Male,2019,07,01,2019-07-01 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63146,2019,05,13,2019-05-13 13:22:56,Stray,Remmy,Hound/Mix,Dog,1,10,,1 year 10 months.,Male,2019,05,14,2019-05-14 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63147,2019,05,13,2019-05-13 15:19:59,Landlord issues,Dallas,Boxer/Mix,Dog,,7,,7 months.,Male,2019,05,30,2019-05-30 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63148,2019,05,13,2019-05-13 19:02:34,Sick/Injured,Zahra,Golden Retriever,Dog,15,1,,15 years 1 month.,Female,2019,05,14,2019-05-14 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63150,2019,05,14,2019-05-14 09:27:30,Stray,Hunter,Bully Breed Mix,Dog,4,0,,4 years 0 months.,Male,2019,06,17,2019-06-17 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63152,2019,05,14,2019-05-14 11:24:03,Stray,Leo,Shiba Inu,Dog,1,2,,1 year 2 months.,Male,2019,05,14,2019-05-14 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63157,2019,05,14,2019-05-14 14:20:18,Incompatible with owner lifestyle,Bucky,Hound/Boston Terrier,Dog,,6,,6 months.,Male,2019,05,18,2019-05-18 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63158,2019,05,14,2019-05-14 14:20:18,Incompatible with owner lifestyle,Moo Moo,Hound/Boston Terrier,Dog,,6,,6 months.,Male,2019,05,20,2019-05-20 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63170,2019,05,14,2019-05-14 17:48:14,Incompatible with owner lifestyle,Butter,Labrador Retriever,Dog,5,8,,5 years 8 months.,Male,2019,05,28,2019-05-28 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63171,2019,05,14,2019-05-14 18:12:29,Incompatible with owner lifestyle,Paxson,Hound,Dog,6,1,,6 years 1 month.,Male,2019,06,29,2019-06-29 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63175,2019,05,15,2019-05-15 12:45:10,Incompatible with owner lifestyle,Bubby,Border Collie/Mix,Dog,3,6,,3 years 6 months.,Male,2019,05,26,2019-05-26 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63186,2019,05,16,2019-05-16 12:40:09,Incompatible with other pets,Cash,Labrador Retriever/Heeler,Dog,,7,,7 months.,Male,2019,07,10,2019-07-10 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63197,2019,05,17,2019-05-17 09:41:50,Stray,Max,German Shepherd Dog/Mix,Dog,,11,,11 months.,Male,2019,05,30,2019-05-30 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63200,2019,05,17,2019-05-17 12:16:29,Stray,Smokey,Bully Breed Mix,Dog,1,6,,1 year 6 months.,Male,2019,05,21,2019-05-21 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63218,2019,05,18,2019-05-18 14:47:32,Stray,Rufus,Labrador Retriever/Shepherd,Dog,2,0,,2 years 0 months.,Male,2019,06,02,2019-06-02 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63219,2019,05,18,2019-05-18 16:03:41,Incompatible with owner lifestyle,Ava,German Shepherd Dog,Dog,2,0,,2 years 0 months.,Female,2019,06,17,2019-06-17 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63220,2019,05,18,2019-05-18 16:22:39,Landlord issues,Khona,Doberman Pinscher/German Shepherd Dog,Dog,1,6,,1 year 6 months.,Female,2019,06,21,2019-06-21 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63221,2019,05,20,2019-05-20 09:45:17,Stray,Sanchez,Cocker Spaniel,Dog,7,11,,7 years 11 months.,Male,2019,05,29,2019-05-29 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63223,2019,05,20,2019-05-20 12:11:32,Incompatible with owner lifestyle,Sophia,Yorkshire Terrier/Miniature Pinscher,Dog,6,0,,6 years 0 months.,Female,2019,05,21,2019-05-21 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63231,2019,05,21,2019-05-21 12:10:12,Stray,Phoebe,Labrador Retriever/Mix,Dog,4,0,,4 years 0 months.,Female,2019,06,08,2019-06-08 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63232,2019,05,21,2019-05-21 12:13:22,Stray,Bear,Great Pyrenees,Dog,1,6,,1 year 6 months.,Male,2019,05,21,2019-05-21 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63238,2019,05,21,2019-05-21 15:27:13,Incompatible with other pets,Patch,Coonhound,Dog,2,8,,2 years 8 months.,Female,2019,08,11,2019-08-11 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63240,2019,05,21,2019-05-21 18:41:20,Landlord issues,Luna,Labrador Retriever/Bully Breed Mix,Dog,3,0,,3 years 0 months.,Female,2019,06,11,2019-06-11 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63249,2019,05,22,2019-05-22 15:30:01,Moving,Kaida,Doberman Pinscher/Labrador Retriever,Dog,1,1,,1 year 1 month.,Female,2019,08,17,2019-08-17 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63263,2019,05,23,2019-05-23 12:31:26,Litter relinquishment,Bella,Border Collie/Beagle,Dog,1,5,,1 year 5 months.,Female,2019,06,05,2019-06-05 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63264,2019,05,23,2019-05-23 12:31:26,Litter relinquishment,Heather,Border Collie,Dog,,,8,8 weeks.,Female,2019,05,31,2019-05-31 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63265,2019,05,23,2019-05-23 12:31:26,Litter relinquishment,Violet,Border Collie,Dog,,,8,8 weeks.,Female,2019,05,31,2019-05-31 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63266,2019,05,23,2019-05-23 12:31:26,Litter relinquishment,Willow,Border Collie,Dog,,,9,9 weeks.,Female,2019,06,03,2019-06-03 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63275,2019,05,23,2019-05-23 17:22:30,Incompatible with owner lifestyle,Callie,Labrador Retriever/Beagle,Dog,4,0,,4 years 0 months.,Female,2019,06,01,2019-06-01 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63283,2019,05,24,2019-05-24 10:52:01,Abandoned,Smith,Labrador Retriever/Mix,Dog,,8,,8 months.,Male,2019,06,04,2019-06-04 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63284,2019,05,24,2019-05-24 11:05:10,Stray,Heidi,German Shepherd Dog/Mix,Dog,1,1,,1 year 1 month.,Female,2019,06,25,2019-06-25 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63290,2019,05,24,2019-05-24 13:54:08,Stray,Ryder,German Wirehaired Pointer,Dog,1,3,,1 year 3 months.,Male,2019,05,24,2019-05-24 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63292,2019,05,24,2019-05-24 23:52:05,Police Assist,Chaos,Bully Breed Mix,Dog,1,0,,1 year 0 months.,Male,2019,06,08,2019-06-08 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63295,2019,05,25,2019-05-25 12:12:50,Stray,Dexter,Labrador Retriever/Mix,Dog,1,0,,1 year 0 months.,Male,2019,06,05,2019-06-05 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63296,2019,05,25,2019-05-25 12:40:32,Stray,Whammo,Labrador Retriever/Mix,Dog,,,12,12 weeks.,Male,2019,05,31,2019-05-31 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63297,2019,05,25,2019-05-25 12:40:32,Stray,Blammo,Labrador Retriever/Mix,Dog,,,13,13 weeks.,Male,2019,06,01,2019-06-01 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63302,2019,05,25,2019-05-25 13:44:54,Stray,Thunder,Heeler/Mix,Dog,13,0,,13 years 0 months.,Female,2019,05,25,2019-05-25 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63305,2019,05,25,2019-05-25 15:48:49,Stray,Hadley,"Poodle/Schnauzer, Giant",Dog,9,0,,9 years 0 months.,Male,2019,05,25,2019-05-25 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63318,2019,05,26,2019-05-26 17:36:29,Police Assist,Bruce,Mix,Dog,2,0,,2 years 0 months.,Male,2019,05,30,2019-05-30 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63326,2019,05,28,2019-05-28 12:05:07,Stray,Samson,Chihuahua/Pomeranian,Dog,14,3,,14 years 3 months.,Male,2019,05,31,2019-05-31 00:00:00,Reclaimed,,Stray,,,,,Court Order/ Legal,0,0
63327,2019,05,28,2019-05-28 12:51:16,Incompatible with owner lifestyle,Jaycee May,Bully Breed Mix,Dog,1,5,,1 year 5 months.,Female,2019,07,09,2019-07-09 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63328,2019,05,28,2019-05-28 12:56:10,Incompatible with owner lifestyle,Jackson,Shep Mix/Mix,Dog,1,0,,1 year 0 months.,Male,2019,06,18,2019-06-18 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
63331,2019,05,28,2019-05-28 13:13:21,Owner Deceased,Emily,"Terrier/Schnauzer, Miniature",Dog,13,0,,13 years 0 months.,Female,2019,06,07,2019-06-07 00:00:00,Adoption,,Stray,,,,,Court Order/ Legal,0,0
